College,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,Undergrad Population,Average Cost,ACT Median,SAT Average,% White,% Black,% Hispanic,% Asian,% American Indian,% Pacific Islander,% Biracial,% Nonresident Aliens,% Part-time Undergrads,Expenditure Per Student,Average Faculty Salary,% Full-time Faculty,% Undergrads with Pell Grant,Completion Rate 150% time,Retention Rate (First Time Students),% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Median Debt on Graduation,Median Debt on Withdrawal,% Federal Loans,% Pell Grant Recipients,Average Age of Entry,Average Family Income,Median Family Income,Poverty Rate,Number of Unemployed 8 years after entry,Number of Employed 8 years after entry,Mean Earnings 8 years After Entry,Median Earnings 8 years After Entry,LATITUDE,LONGITUDE
Illinois Institute of Technology,3,4,Private,Great Lakes,Large City,0.56969999999999998,2855,48940,28,1252,0.373,6.83E-2,0.14710000000000001,0.1082,4.1999999999999997E-3,4.1999999999999997E-3,4.5999999999999999E-3,0.2452,5.11E-2,12231,11256,0.56340000000000001,0.31669999999999998,0.625,0.85960000000000003,0.1459,3.1,22015,26981.5,12000,0.959999979,0.40999999599999998,21.440000529999999,69130.16,55985.5,6.5900001530000001,64,624,70000,61700,41.83380065,-87.62834593
Stony Brook University,3,4,Public,Mid-Atlantic,Large Suburb,0.39479999999999998,15724,20611,28,1253,0.37819999999999998,6.1400000000000003E-2,0.1032,0.2447,1.5E-3,1.5E-3,2.24E-2,9.8400000000000001E-2,6.5799999999999997E-2,18552,10346,0.59379999999999999,0.35149999999999998,0.6593,0.90090000000000003,8.9099999999999999E-2,5.0999999999999996,17000,20173,12000,0.87000000499999997,0.60000002399999997,20.700000760000002,61963.11,42408,9.0200004580000002,473,3811,51600,48200,40.91554,-73.12112
University of Pittsburgh-Pittsburgh Campus,3,4,Public,Mid-Atlantic,Large City,0.56130000000000002,18304,30410,28,1258,0.76829999999999998,5.4600000000000003E-2,2.5899999999999999E-2,7.5200000000000003E-2,4.0000000000000002E-4,5.0000000000000001E-4,2.87E-2,3.3300000000000003E-2,4.7500000000000001E-2,16506,9533,0.74780000000000002,0.1706,0.8044,0.90869999999999995,6.6500000000000004E-2,4.2,22000,26896.5,10596,0.980000019,0.37999999499999998,20.93000031,79347.41,71893,6.8899998660000001,410,5951,51000,45600,40.44259861,-79.95410478
Fordham University,3,4,Private,Mid-Atlantic,Large City,0.4713,8193,56604,28,1258,0.61329999999999996,4.2599999999999999E-2,0.14069999999999999,8.8200000000000001E-2,1E-3,8.9999999999999998E-4,3.3300000000000003E-2,5.5500000000000001E-2,6.4799999999999996E-2,13784,12679,1,0.20419999999999999,0.80510000000000004,0.90510000000000002,7.8700000000000006E-2,4.2,21500,25000,9652,0.94999998799999996,0.41999998700000002,20.090000150000002,96092.62,74870,9.0799999239999991,250,2385,54600,50300,40.8614117,-73.88989949
American University,3,4,Private,Mid-Atlantic,Large City,0.43120000000000003,6829,55159,28,1258,0.56710000000000005,6.4000000000000001E-2,0.1012,6.3799999999999996E-2,1.8E-3,4.0000000000000002E-4,4.99E-2,6.88E-2,3.4599999999999999E-2,12700,11074,0.57640000000000002,0.1565,0.79890000000000005,0.8821,2.52E-2,3.3,19500,23500,9250,0.980000019,0.310000002,20.049999239999998,105560.77,86431,5.3400001530000001,153,1443,55900,51600,38.93694264,-77.08894726
Babson College,3,4,Private,New England,Large Suburb,0.28210000000000002,2106,58450,28,1258,0.38979999999999998,4.2299999999999997E-2,9.9699999999999997E-2,0.1168,1.9E-3,0,2.23E-2,0.26350000000000001,0,13960,14952,0.72199999999999998,0.1613,0.9073,0.94889999999999997,8.9999999999999993E-3,1,27000,27000,19500,0.99000001000000004,0.31999999299999998,20.280000690000001,104940.77,80987,6.5100002290000001,50,381,83200,74700,42.296529,-71.269479
Clemson University,3,4,Public,Southeast,Large Suburb,0.57869999999999999,16801,27944,29,1259,0.83599999999999997,6.2600000000000003E-2,2.5899999999999999E-2,1.77E-2,1.5E-3,1E-3,2.1100000000000001E-2,8.2000000000000007E-3,4.8099999999999997E-2,11711,9907,0.66320000000000001,0.1782,0.82530000000000003,0.9194,3.9300000000000002E-2,4,20008,22388.5,12000,0.959999979,0.37999999499999998,20.06999969,97916.93,87306,7.5500001909999996,192,2716,48500,43500,34.677329,-82.834463
The University of Texas at Austin,3,4,Public,Southwest,Large City,0.40189999999999998,39323,25176,28,1262,0.47539999999999999,4.2900000000000001E-2,0.21820000000000001,0.1792,2.2000000000000001E-3,1.1000000000000001E-3,3.1399999999999997E-2,4.65E-2,6.93E-2,16906,10900,0.90680000000000005,0.26829999999999998,0.7944,0.93630000000000002,5.0799999999999998E-2,4.7,20500,22165,14000,0.939999998,0.50999998999999996,20.18000031,79614.320000000007,62086,9.0100002289999992,643,7763,58900,48600,30.283809,-97.736463
The University of Texas at Dallas,3,4,Public,Southwest,Mid-size City,0.5857,13042,22381,28,1262,0.40350000000000003,6.3600000000000004E-2,0.16769999999999999,0.26500000000000001,2.0999999999999999E-3,2E-3,3.8899999999999997E-2,4.3200000000000002E-2,0.185,9848,12416,0.72850000000000004,0.35399999999999998,0.62909999999999999,0.88109999999999999,0.23760000000000001,7.2,15080.5,19500,10250,0.89999997600000003,0.55000001200000004,23.36000061,54836.23,39445.5,6.3099999430000002,275,2379,51200,46800,32.98949394,-96.748714
Missouri University of Science and Technology,3,4,Public,Great Plains,Remote Town,0.82150000000000001,6064,22102,28,1263,0.78990000000000005,4.3499999999999997E-2,2.4400000000000002E-2,2.4199999999999999E-2,4.0000000000000001E-3,1.6000000000000001E-3,1.9800000000000002E-2,5.7599999999999998E-2,0.10390000000000001,13510,9931,0.76400000000000001,0.25869999999999999,0.62570000000000003,0.82620000000000005,6.9000000000000006E-2,3.8,18843,25000,11168.5,0.959999979,0.47999998900000002,20.450000760000002,76783.850000000006,71244,7.3099999430000002,82,1181,60800,61200,37.955853,-91.7759
University of Wisconsin-Madison,3,4,Public,Great Lakes,Mid-size City,0.67920000000000003,29504,23718,28,1268,0.77129999999999999,2.1499999999999998E-2,4.5900000000000003E-2,5.5100000000000003E-2,2.2000000000000001E-3,1.1999999999999999E-3,2.64E-2,7.2499999999999995E-2,4.48E-2,14278,10758,0.97199999999999998,0.15010000000000001,0.82840000000000003,0.95169999999999999,5.5399999999999998E-2,1.6,21000,23000,13000,0.939999998,0.34999999399999998,20.25,95485.119999999995,87726,4.8400001530000001,364,5177,57000,48200,43.07385753,-89.40535646
University of Minnesota-Twin Cities,3,4,Public,Great Plains,Large City,0.44419999999999998,30271,24278,28,1270,0.7147,3.8100000000000002E-2,3.0200000000000001E-2,8.5800000000000001E-2,2.8E-3,6.9999999999999999E-4,3.3000000000000002E-2,8.7300000000000003E-2,7.9399999999999998E-2,13003,10892,0.83940000000000003,0.21690000000000001,0.754,0.9022,0.1111,3.6,18822,21500,12750,0.94999998799999996,0.40000000600000002,20.870000839999999,80969.009999999995,72908.5,5.3200001720000003,600,7705,49500,43300,44.97788627,-93.23535212
Trinity University,3,4,Private,Southwest,Large City,0.63929999999999998,2127,46274,29,1270,0.55900000000000005,3.6200000000000003E-2,0.17069999999999999,6.4399999999999999E-2,2.3999999999999998E-3,5.0000000000000001E-4,3.8100000000000002E-2,6.8599999999999994E-2,1.0800000000000001E-2,14743,9715,0.79110000000000003,0.15490000000000001,0.81620000000000004,0.95630000000000004,1.1599999999999999E-2,2.7,18500,21630,9500,0.980000019,0.280000001,19.56999969,112397.83,101012.5,6.75,37,457,54600,49600,29.46286037,-98.48257744
University of Florida,3,4,Public,Southeast,Mid-size City,0.46550000000000002,32346,20456,29,1272,0.58430000000000004,7.3999999999999996E-2,0.19020000000000001,7.5399999999999995E-2,2.5999999999999999E-3,7.0000000000000001E-3,2.8199999999999999E-2,1.0500000000000001E-2,7.0900000000000005E-2,15167,10498,0.85299999999999998,0.32069999999999999,0.86539999999999995,0.96460000000000001,5.6099999999999997E-2,3.6,14546,15132.5,10250,0.85000002399999997,0.60000002399999997,20.489999770000001,64142.77,45776.5,8.7299995419999998,627,6609,54600,46600,29.638248,-82.361195
SUNY College at Geneseo,3,4,Public,Mid-Atlantic,Distant Town,0.45660000000000001,5463,21004,28,1274,0.75160000000000005,2.9100000000000001E-2,6.1899999999999997E-2,6.59E-2,2.2000000000000001E-3,6.9999999999999999E-4,2.4500000000000001E-2,2.3800000000000002E-2,2.07E-2,10011,7177,0.71879999999999999,0.22689999999999999,0.77939999999999998,0.90249999999999997,2.4199999999999999E-2,2,18500,20500,13200,0.959999979,0.38999998600000002,19.81999969,89014.11,84076,6.329999924,82,1560,44500,42500,42.79686373,-77.82199851
University of California-San Diego,3,4,Public,Far West,Large City,0.375,23792,29751,28,1276,0.23569999999999999,1.1900000000000001E-2,0.15809999999999999,0.40110000000000001,1.2999999999999999E-3,4.1000000000000003E-3,4.7600000000000003E-2,0.1181,2.7099999999999999E-2,22757,13126,0.83440000000000003,0.4274,0.85799999999999998,0.94199999999999995,6.0499999999999998E-2,2.9,18463,19266,15116,0.88999998599999997,0.66000002599999996,20.200000760000002,58621.21,41248,8.6800003050000001,517,4204,56800,50100,32.87659766,-117.2377935
Brigham Young University-Provo,3,4,Private,Rocky Mountains,Mid-size City,0.49419999999999997,27765,17174,29,1277,0.83440000000000003,4.7000000000000002E-3,5.5399999999999998E-2,1.9800000000000002E-2,4.1000000000000003E-3,6.0000000000000001E-3,3.1E-2,3.2300000000000002E-2,9.6600000000000005E-2,13268,9649,0.7409,0.35780000000000001,0.77969999999999995,0.84609999999999996,0.122,1.3,9260.5,11000,7400,0.540000021,0.88999998599999997,21.700000760000002,42156.62,20347,8.0399999619999996,2217,6090,55500,47400,40.250851,-111.649281
Boston University,3,4,Private,New England,Large City,0.45610000000000001,16460,59036,28,1279,0.4733,3.2300000000000002E-2,9.2799999999999994E-2,0.1326,6.9999999999999999E-4,1E-3,3.7600000000000001E-2,0.15859999999999999,2.58E-2,27281,12360,0.62829999999999997,0.1487,0.8448,0.92789999999999995,3.1699999999999999E-2,2,25500,27000,15562.5,0.980000019,0.25,19.950000760000002,106244,91507,5.7699999809999998,334,4062,60000,53600,42.349581,-71.09984
University of Tulsa,3,4,Private,Southwest,Large City,0.40589999999999998,3394,46560,29,1279,0.5524,4.5100000000000001E-2,4.1799999999999997E-2,3.27E-2,3.9199999999999999E-2,1.1999999999999999E-3,1.7100000000000001E-2,0.25629999999999997,3.5900000000000001E-2,16047,9672,0.77549999999999997,0.15570000000000001,0.68820000000000003,0.90339999999999998,5.9499999999999997E-2,7.2,20500,25000,11000,0.939999998,0.46000000800000002,21.120000839999999,79960.34,64324,7.329999924,65,688,50700,41400,36.15188744,-95.94517524
Lewis & Clark College,3,4,Private,Far West,Large City,0.62849999999999995,1985,53455,29,1279,0.64790000000000003,2.1700000000000001E-2,8.4099999999999994E-2,6.0499999999999998E-2,1.41E-2,3.0000000000000001E-3,7.6E-3,4.9399999999999999E-2,1.01E-2,14496,9221,0.54220000000000002,0.2135,0.74509999999999998,0.86229999999999996,1.0800000000000001E-2,1.9,19115,22389.5,10500,0.980000019,0.27000001099999998,20.969999309999999,83576.98,67573,6.4800000190000002,50,482,42500,37600,45.45153924,-122.6703365
Gettysburg College,3,3,Private,Mid-Atlantic,Small City,0.4163,2520,55770,28,1282,0.8175,2.7400000000000001E-2,4.4400000000000002E-2,1.43E-2,0,0,2.5000000000000001E-2,2.46E-2,2.8E-3,15043,9257,0.75429999999999997,0.1404,0.8357,0.88170000000000004,2.3999999999999998E-3,2.6,19957,22227,7000,0.980000019,0.23999999499999999,19.340000150000002,131825.39000000001,107490,4.5500001909999996,39,586,51400,46200,39.83584149,-77.23453327
Lafayette College,3,3,Private,Mid-Atlantic,Large Suburb,0.34139999999999998,2452,57688,29,1283,0.67820000000000003,5.0999999999999997E-2,0.06,2.98E-2,1.1999999999999999E-3,4.0000000000000002E-4,2.2800000000000001E-2,0.06,6.8999999999999999E-3,20383,10996,0.85709999999999997,0.1065,0.88319999999999999,0.91259999999999997,6.0000000000000001E-3,1.6,21648,24338,6500,0.959999979,0.23000000400000001,19.31999969,122599.26,107123,5.1999998090000004,30,390,69500,62400,40.69951263,-75.21134228
Dickinson College,3,3,Private,Mid-Atlantic,Small City,0.44440000000000002,2352,58149,29,1285,0.76149999999999995,3.61E-2,5.74E-2,2.3800000000000002E-2,4.0000000000000002E-4,0,3.0599999999999999E-2,7.2300000000000003E-2,5.4999999999999997E-3,17811,8726,0.79930000000000001,0.1215,0.85619999999999996,0.89849999999999997,5.4000000000000003E-3,1.7,19545,21000,7500,0.99000001000000004,0.27000001099999998,19.36000061,119315.61,100478,6.0399999619999996,53,430,53500,48700,40.20279628,-77.19785419
Ohio State University-Main Campus,3,4,Public,Great Lakes,Large City,0.55530000000000002,43139,24524,29,1289,0.72330000000000005,5.9799999999999999E-2,3.3799999999999997E-2,5.3900000000000003E-2,1.6000000000000001E-3,5.9999999999999995E-4,2.63E-2,7.4300000000000005E-2,7.5600000000000001E-2,16161,11284,0.65129999999999999,0.22239999999999999,0.83230000000000004,0.92449999999999999,8.4400000000000003E-2,7.1,17000,22250,9500,0.93000000699999996,0.5,21.040000920000001,75442.679999999993,65600.5,6.5100002290000001,1032,11887,43800,38900,39.99949343,-83.00879179
University of California-Los Angeles,3,4,Public,Far West,Large City,0.21990000000000001,28667,31474,28,1289,0.28589999999999999,2.6100000000000002E-2,0.1842,0.30990000000000001,1.1999999999999999E-3,3.5999999999999999E-3,4.82E-2,0.1176,2.06E-2,38489,15089,0.70820000000000005,0.3624,0.90310000000000001,0.96260000000000001,5.3199999999999997E-2,2.2000000000000002,15200,15900,13244.5,0.86000001400000003,0.66000002599999996,20.920000080000001,54271.79,34557.5,10.079999920000001,693,5287,60000,51000,34.0688923,-118.4439005
St Olaf College,3,3,Private,Great Plains,Distant Town,0.59189999999999998,3079,50550,29,1290,0.7843,1.46E-2,4.4200000000000003E-2,5.1999999999999998E-2,1.2999999999999999E-3,0,3.73E-2,5.7500000000000002E-2,2.5999999999999999E-3,16054,8527,0.70320000000000005,0.1489,0.87080000000000002,0.93520000000000003,3.8E-3,1.6,25000,26531,12000,0.99000001000000004,0.25,19.440000529999999,118248.44,98006,4.4899997709999999,55,668,46000,40200,44.46195598,-93.18331841
Santa Clara University,3,4,Private,Far West,Mid-size City,0.51219999999999999,5404,57213,29,1294,0.47849999999999998,2.98E-2,0.17449999999999999,0.14399999999999999,1.2999999999999999E-3,2.3999999999999998E-3,6.6100000000000006E-2,2.98E-2,1.67E-2,10783,11662,0.60189999999999999,0.1389,0.84009999999999996,0.94979999999999998,1.5299999999999999E-2,2.9,19500,20500,15291,0.94999998799999996,0.33000001299999998,19.950000760000002,120161.97,100259,5.4699997900000001,84,953,69200,61500,37.34935096,-121.9382604
SUNY at Binghamton,3,4,Public,Mid-Atlantic,Mid-size Suburb,0.42870000000000003,12940,21966,29,1297,0.53859999999999997,5.04E-2,9.5500000000000002E-2,0.14130000000000001,1.1000000000000001E-3,5.0000000000000001E-4,2.3800000000000002E-2,0.1123,3.0300000000000001E-2,10953,9059,0.69620000000000004,0.26900000000000002,0.80769999999999997,0.90739999999999998,4.1500000000000002E-2,3.5,17750,20500,11625,0.939999998,0.52999997099999996,20.309999470000001,75078.960000000006,57865.5,8.7799997330000004,252,2789,55900,52100,42.088049,-75.971143
George Washington University,3,4,Private,Mid-Atlantic,Large City,0.33079999999999998,10121,58925,29,1297,0.60260000000000002,6.5299999999999997E-2,7.3899999999999993E-2,9.4799999999999995E-2,2E-3,6.9999999999999999E-4,3.3000000000000002E-2,8.7900000000000006E-2,5.8900000000000001E-2,19705,13058,0.48530000000000001,0.1356,0.80830000000000002,0.92259999999999998,7.8299999999999995E-2,1.4,22723,25175,13500,0.99000001000000004,0.27000001099999998,20.299999239999998,105732.4,85746,5.5399999619999996,198,1956,69400,60100,38.8990964,-77.04627687
Colorado School of Mines,3,4,Public,Rocky Mountains,Large Suburb,0.37430000000000002,4197,29091,29,1298,0.75290000000000001,1.17E-2,8.0299999999999996E-2,4.6699999999999998E-2,1.9E-3,2.0000000000000001E-4,4.2200000000000001E-2,4.3400000000000001E-2,4.07E-2,13498,10579,0.85750000000000004,0.1754,0.69689999999999996,0.91890000000000005,7.1099999999999997E-2,1.9,22625,26025,11700,0.94999998799999996,0.43000000700000002,20.020000459999999,83465.13,74554,5.170000076,52,669,78700,73000,39.74909154,-105.2229073
Southern Methodist University,3,4,Private,Southwest,Large Suburb,0.50700000000000001,6295,57947,29,1302,0.65559999999999996,5.5E-2,0.1172,6.7199999999999996E-2,4.3E-3,1.1000000000000001E-3,2.9499999999999998E-2,6.6699999999999995E-2,2.8400000000000002E-2,15884,11283,0.64280000000000004,0.17349999999999999,0.79020000000000001,0.8891,3.8199999999999998E-2,4,19000,22500,11000,0.94999998799999996,0.40999999599999998,21.159999849999998,95228.81,63543.5,6.3800001139999996,148,1304,59900,50400,32.8452543,-96.78485525
University of Illinois at Urbana-Champaign,3,4,Public,Great Lakes,Small City,0.62390000000000001,31663,28564,29,1303,0.53149999999999997,5.5399999999999998E-2,8.2500000000000004E-2,0.15179999999999999,5.9999999999999995E-4,1.5E-3,2.53E-2,0.1462,1.6899999999999998E-2,13674,11576,0.71940000000000004,0.2019,0.83799999999999997,0.93059999999999998,2.07E-2,3.5,19399,20950,11566,0.94999998799999996,0.37999999499999998,19.670000080000001,93333.2,85462,5.5999999049999998,414,5864,56900,50700,40.1083116,-88.22848166
Occidental College,3,4,Private,Far West,Large City,0.4239,2101,60655,29,1303,0.51500000000000001,4.4699999999999997E-2,0.158,0.1285,2.3999999999999998E-3,1.9E-3,9.0899999999999995E-2,3.7100000000000001E-2,5.7000000000000002E-3,16465,10402,0.72729999999999995,0.21310000000000001,0.87770000000000004,0.93020000000000003,4.1999999999999997E-3,2.2000000000000002,20900,21500,12000,0.920000017,0.43000000700000002,19.61000061,86871.679999999993,67714.5,8.5699996949999999,43,385,46300,41100,34.1262239,-118.2107828
Stevens Institute of Technology,3,4,Private,Mid-Atlantic,Large Suburb,0.38159999999999999,2662,59479,30,1305,0.60589999999999999,2.4799999999999999E-2,9.0499999999999997E-2,9.6199999999999994E-2,4.0000000000000002E-4,0,0,4.2099999999999999E-2,4.0000000000000002E-4,14918,9474,1,0.217,0.78610000000000002,0.96250000000000002,1.34E-2,2.6,26500,27000,25000,0.980000019,0.34000000400000002,19.540000920000001,99419.73,87408,5.6799998279999997,31,498,78600,79200,40.744776,-74.025334
Bucknell University,3,4,Private,Mid-Atlantic,Distant Town,0.29509999999999997,3498,59090,30,1306,0.78700000000000003,3.2300000000000002E-2,5.2299999999999999E-2,3.6600000000000001E-2,2.9999999999999997E-4,0,3.2000000000000001E-2,5.2900000000000003E-2,2.8999999999999998E-3,19054,10168,0.96709999999999996,0.1061,0.90759999999999996,0.94099999999999995,6.4999999999999997E-3,1.3,25000,27000,13650.5,0.99000001000000004,0.280000001,19.420000080000001,121378.65,102976,4.7699999809999998,31,627,62200,54800,40.95370378,-76.88519235
University of Maryland-College Park,3,4,Public,Mid-Atlantic,Large Suburb,0.46989999999999998,26045,22933,0,1310,0.53680000000000005,0.1249,8.8700000000000001E-2,0.15570000000000001,1.1999999999999999E-3,8.0000000000000004E-4,3.6200000000000003E-2,3.04E-2,6.3200000000000006E-2,12725,11628,0.77129999999999999,0.19070000000000001,0.84060000000000001,0.94679999999999997,7.3400000000000007E-2,2.8,17500,19500,14000,0.89999997600000003,0.43000000700000002,20.31999969,91124.17,75194,4.4299998279999997,436,4844,58700,54400,38.98860655,-76.93970412
Rose-Hulman Institute of Technology,3,4,Private,Great Lakes,Small City,0.56220000000000003,2165,55413,30,1310,0.77549999999999997,2.4500000000000001E-2,2.86E-2,3.6999999999999998E-2,1.8E-3,1.8E-3,3.4599999999999999E-2,9.2399999999999996E-2,6.4999999999999997E-3,20879,8411,0.90529999999999999,0.18390000000000001,0.72840000000000005,0.9123,0.01,2.4,26000,27000,10467.5,0.980000019,0.30000001199999998,19.5,105688.73,91307,5.4800000190000002,33,553,72500,71300,39.48350154,-87.32366994
University of North Carolina at Chapel Hill,3,4,Public,Southeast,Small City,0.27589999999999998,17882,23069,30,1313,0.66320000000000001,8.3799999999999999E-2,7.0699999999999999E-2,8.8400000000000006E-2,4.7999999999999996E-3,1.4E-3,3.73E-2,2.47E-2,2.0299999999999999E-2,25891,11392,0.85750000000000004,0.20530000000000001,0.9002,0.96089999999999998,4.2799999999999998E-2,2.2999999999999998,15000,15906,11666.5,0.88999998599999997,0.43000000700000002,20.629999160000001,80815.19,64969.5,7.0100002290000001,259,2897,59700,48000,35.91216532,-79.05096942
University of Richmond,3,4,Private,Southeast,Mid-size City,0.31159999999999999,3107,55980,30,1313,0.58450000000000002,7.6600000000000001E-2,7.0499999999999993E-2,5.57E-2,2.5999999999999999E-3,2.9999999999999997E-4,3.4799999999999998E-2,8.8200000000000001E-2,5.7000000000000002E-2,18204,10983,0.64639999999999997,0.20050000000000001,0.85019999999999996,0.93730000000000002,7.0300000000000001E-2,1.7,18370,19500,10250,0.97000002900000004,0.23000000400000001,22.280000690000001,109334.2,90735.5,4.7899999619999996,44,639,61800,51500,37.57739933,-77.53879718
Villanova University,3,4,Private,Mid-Atlantic,Large Suburb,0.48899999999999999,6856,56265,30,1316,0.75980000000000003,4.4900000000000002E-2,7.0999999999999994E-2,6.7400000000000002E-2,0,5.9999999999999995E-4,2.2599999999999999E-2,1.7600000000000001E-2,4.6199999999999998E-2,15426,10425,0.63580000000000003,0.11559999999999999,0.90080000000000005,0.94020000000000004,6.4000000000000001E-2,2,25000,27000,17750,0.980000019,0.23999999499999999,20.020000459999999,130737.82,112696,4.4600000380000004,95,1555,70500,65100,40.03577163,-75.34022219
Wheaton College,3,4,Private,Great Lakes,Large Suburb,0.68710000000000004,2415,41394,30,1318,0.78220000000000001,2.1499999999999998E-2,4.9299999999999997E-2,8.2000000000000003E-2,8.0000000000000004E-4,0,4.5100000000000001E-2,1.8599999999999998E-2,1.61E-2,14865,8328,0.6603,0.2097,0.86719999999999997,0.94469999999999998,8.6E-3,1.2,21179,23000,13750,0.959999979,0.34999999399999998,19.520000459999999,99339.64,83641,4.8400001530000001,61,486,43700,39700,41.87094274,-88.09681024
Lehigh University,3,4,Private,Mid-Atlantic,Small City,0.30840000000000001,4904,55441,30,1322,0.68759999999999999,3.3599999999999998E-2,8.0500000000000002E-2,6.9500000000000006E-2,5.9999999999999995E-4,0,2.69E-2,6.8099999999999994E-2,1.26E-2,19955,12344,0.81200000000000006,0.1472,0.85840000000000005,0.93920000000000003,5.7000000000000002E-3,0.9,22500,24750,13000,0.99000001000000004,0.25999999000000001,19.329999919999999,125770.36,102543,4.0399999619999996,58,964,77100,68600,40.6066257,-75.37709515
Colorado College,3,4,Private,Rocky Mountains,Large City,0.2228,2025,54200,30,1323,0.69630000000000003,2.12E-2,8.8400000000000006E-2,4.3499999999999997E-2,4.4000000000000003E-3,0,7.85E-2,6.1199999999999997E-2,0,20972,10886,0.86050000000000004,9.8299999999999998E-2,0.87209999999999999,0.96079999999999999,3.3999999999999998E-3,3,17255,18049.5,12000,0.89999997600000003,0.37000000500000002,20.129999160000001,100140.33,73379,6.3600001339999999,35,284,39400,34400,38.84885428,-104.8226781
Kenyon College,3,3,Private,Great Lakes,Distant Town,0.38379999999999997,1694,57910,30,1328,0.75680000000000003,3.2500000000000001E-2,5.4899999999999997E-2,5.6099999999999997E-2,5.8999999999999999E-3,0,1.89E-2,4.3700000000000003E-2,0,19725,8924,0.95830000000000004,0.1026,0.89080000000000004,0.95740000000000003,3.5000000000000001E-3,1.5,16491,18304.5,10000,0.97000002900000004,0.23999999499999999,19.489999770000001,124272.54,110054,5.6100001339999999,18,222,40400,37400,40.376828,-82.396215
University of Miami,3,4,Private,Southeast,Large Suburb,0.40439999999999998,11246,57700,30,1332,0.43020000000000003,7.2800000000000004E-2,0.21709999999999999,5.3800000000000001E-2,1.5E-3,1.1999999999999999E-3,2.6800000000000001E-2,0.13439999999999999,6.4799999999999996E-2,28251,11115,0.74709999999999999,0.1855,0.81689999999999996,0.91339999999999999,5.8400000000000001E-2,2.8,18750,21250,12250,0.94999998799999996,0.40999999599999998,20.870000839999999,86177.73,59417,7.8200001720000003,276,2452,60800,51100,25.720406,-80.27645
Bryn Mawr College,3,4,Private,Mid-Atlantic,Large Suburb,0.3992,1316,57586,30,1334,0.37390000000000001,5.1700000000000003E-2,9.5000000000000001E-2,0.1079,1.5E-3,0,4.48E-2,0.22489999999999999,3.8E-3,30846,9775,0.84030000000000005,0.18609999999999999,0.84089999999999998,0.90680000000000005,2.2599999999999999E-2,1.8,22650,25000,12000,0.99000001000000004,0.310000002,20.489999770000001,91611.46,70896,6.7100000380000004,44,264,48200,46800,40.02667263,-75.31445262
Barnard College,3,3,Private,Mid-Atlantic,Large City,0.20530000000000001,2486,59581,30,1340,0.56879999999999997,5.3499999999999999E-2,0.1114,0.14560000000000001,8.0000000000000004E-4,0,5.0299999999999997E-2,6.9599999999999995E-2,1.0500000000000001E-2,21351,11888,0.60529999999999995,0.18410000000000001,0.89659999999999995,0.97640000000000005,4.7999999999999996E-3,2.4,16000,17493,9750,0.939999998,0.439999998,19.239999770000001,105139.12,77701,8.7399997710000008,29,305,55100,46900,40.80913678,-73.96402698
Tulane University of Louisiana,3,4,Private,Southeast,Large City,0.26429999999999998,8290,58904,31,1341,0.71799999999999997,9.01E-2,5.8500000000000003E-2,3.6400000000000002E-2,3.8999999999999998E-3,8.0000000000000004E-4,2.93E-2,3.0300000000000001E-2,0.2175,21299,10880,0.77400000000000002,0.16170000000000001,0.76019999999999999,0.90490000000000004,0.15709999999999999,5.5,20001,27000,10500,0.959999979,0.310000002,22.81999969,78916.25,45863.5,9.2100000380000004,217,1867,63600,51200,29.93969617,-90.12040931
Colby College,3,3,Private,New England,Remote Town,0.26040000000000002,1820,57300,30,1343,0.59670000000000001,3.3000000000000002E-2,6.2600000000000003E-2,5.4399999999999997E-2,5.0000000000000001E-4,0,4.7800000000000002E-2,8.4099999999999994E-2,0,20179,11329,0.84819999999999995,0.1079,0.92510000000000003,0.93100000000000005,5.0000000000000001E-4,2.5,18500,19461,6000,0.959999979,0.23999999499999999,19.38999939,124510.95,104003,5.7100000380000004,23,271,57000,45700,44.56421114,-69.6633703
Brandeis University,3,4,Private,New England,Small City,0.37040000000000001,3603,58850,30,1347,0.501,5.16E-2,6.5500000000000003E-2,0.12429999999999999,5.9999999999999995E-4,0,2.8000000000000001E-2,0.1482,1.6999999999999999E-3,14309,11328,0.66669999999999996,0.17810000000000001,0.89590000000000003,0.93030000000000002,7.7000000000000002E-3,2.4,26000,27000,12000,0.99000001000000004,0.310000002,19.489999770000001,113024.02,97995,5.6999998090000004,64,605,54600,47400,42.36494703,-71.25471606
University of California-Berkeley,3,4,Public,Far West,Mid-size City,0.18,25951,32715,30,1350,0.28570000000000001,2.2100000000000002E-2,0.13200000000000001,0.34939999999999999,1.1999999999999999E-3,2.8E-3,4.53E-2,0.1313,2.8199999999999999E-2,18072,14652,0.73040000000000005,0.32369999999999999,0.9103,0.9637,6.2100000000000002E-2,3.8,14480,14667,14147,0.83999997400000004,0.670000017,20.780000690000001,60121.120000000003,39266,8.5600004199999997,692,4340,62500,53000,37.875759,-122.24851
